Symbol,Shares,Trade Price,Trade Date,Shares Outstanding,Open Price,Close Price,Avg daily Volume,Side,Broker
EOD  ,704,8.031429,12/2/2014,49030081.91,8.01,8.06,438077,buy,Dilbert
EOG  ,3298566,90.273453,12/2/2014,529634143.5,83.9156,91.3,10147210,buy,Dilbert
EOI  ,97,13.99,12/2/2014,39144999.29,13.99,14.02,68413,buy,Dilbert
EONGY,50674,18.353157,12/2/2014,2021289634,99,99,27562805,buy,Dilbert
EOPN ,9666,7.246031,12/2/2014,27278504.9,7.08,7.64,436099,buy,Dilbert
EOT  ,51,20.3,12/2/2014,15328000,20.35,20.35,37436,buy,Dilbert
EOX  ,8700,1.559198,12/2/2014,63210694.09,1.41,1.68,4091194,buy,Dilbert
EPAM ,5475,49.574615,12/2/2014,47747509.06,49.31,50.37,237645,buy,Dilbert
EPAY ,3019,24.55,12/2/2014,39516978.97,24.505,24.61,128506,buy,Dilbert
EPD  ,1567970,37.105799,12/2/2014,1896456739,36.76,39.18,4327012,buy,Dilbert
EPE  ,193125,10.090173,12/2/2014,249714026.3,9.73,10.58,2178364,buy,Dilbert
EPI  ,769627,23.227423,12/2/2014,98971502.32,23.2099,23.235,4355252,buy,Dilbert
EPIQ ,981,15.688125,12/2/2014,35877787.34,15.58,15.73,88568,buy,Dilbert
EPM  ,39430,7.465325,12/2/2014,32603084.83,7.32,7.7,152055,buy,Dilbert
EPP  ,9582,45.991446,12/2/2014,62004598.25,45.9,46.02,509798,buy,Dilbert
EPR  ,25792,56.002177,12/2/2014,56895119.59,55.83,56.25,232635,buy,Dilbert
EPRS ,1272,5.173462,12/2/2014,12751247.48,5.08,5.23,89922,buy,Dilbert
EPZM ,10673,21.507435,12/2/2014,33533075.16,21.14,22.32,287829,buy,Dilbert
EQC  ,21153,25.411967,12/2/2014,128327025.2,25.34,25.47,371464,buy,Dilbert
EQIX ,2265,224.444058,12/2/2014,54867963.02,223.54,225.415,406831,buy,Dilbert
EQM  ,81811,83.133357,12/2/2014,41669136.07,81.28,84.49,428459,buy,Dilbert
EQR  ,1696157,70.839238,12/2/2014,361509796.1,70.44,71.36,2648012,buy,Dilbert
EQT  ,882659,90.0361,12/2/2014,153939926.4,89.3,90.99,2180034,buy,Dilbert
EQY  ,67918,24.349908,12/2/2014,123521390.9,24.26,24.45,282374,buy,Dilbert
ERA  ,8782,21.079118,12/2/2014,20102537.12,20.79,21.5,175279,buy,Dilbert
ERC  ,329,13.9675,12/2/2014,42032422.15,13.95,13.97,131162,buy,Dilbert
ERF  ,21768,12.893038,12/2/2014,201922244.3,12.63,13.4628,4127421,buy,Dilbert
ERIC ,280634,12.544218,12/2/2014,3065794793,12.515,12.73,11772383,buy,Dilbert
ERIE ,185,88.141,12/2/2014,45470681.81,87.26,88.69,13741,buy,Dilbert
ERII ,1100,4.486667,12/2/2014,51342525.87,4.41,4.535,221106,buy,Dilbert
ERJ  ,3494,35.3244,12/2/2014,182939735.8,35.25,35.42,1036707,buy,Dilbert
EROC ,200,2.585,12/2/2014,161052749.5,2.58,2.59,1167008,buy,Dilbert
EROS ,100,22.38,12/2/2014,29290068.81,22.38,22.38,129256,buy,Dilbert
ESALY,11372,36.118,12/2/2014,297196497.5,99,99,1497861,buy,Dilbert
ESBF ,100,18.16,12/2/2014,17416600.77,18.17,18.17,30993,buy,Dilbert
ESCA ,2693,13.44047,12/2/2014,13869420.15,13.27,13.57,19061,buy,Dilbert
ESD  ,550,16.5725,12/2/2014,30845100.91,16.53,16.57,84823,buy,Dilbert
ESE  ,32,35.875,12/2/2014,26370013.94,35.82,35.865,133727,buy,Dilbert
ESI  ,241782,7.718041,12/2/2014,23749946.64,7.48,8.58,573622,buy,Dilbert
ESIO ,132,7.33,12/2/2014,29516196.45,7.33,7.33,50278,buy,Dilbert
ESL  ,3080,117.965196,12/2/2014,31887383.4,117.18,118.6,175673,buy,Dilbert
ESLOY,542,55.659167,12/2/2014,434258259.8,99,99,1313617,buy,Dilbert
ESLT ,195,57.38005,12/2/2014,42981295.26,57.3501,57.41,10288,buy,Dilbert
ESNT ,8994,24.835969,12/2/2014,91757433.55,24.71,24.93,305876,buy,Dilbert
ESPR ,1624,30.5276,12/2/2014,19979212.22,30.17,30.96,127517,buy,Dilbert
ESRT ,247296,16.803881,12/2/2014,100500058.5,16.46,16.85,501799,buy,Dilbert
ESRX ,476679,84.045719,12/2/2014,729517241.4,83.51,84.401,3479918,buy,Dilbert
ESS  ,39989,202.223881,12/2/2014,63727379.87,201.26,203.38,246918,buy,Dilbert
ESSA ,1237,11.4105,12/2/2014,11644134.79,11.36,11.36,9069,buy,Dilbert
ESSX ,1400,1.28,12/2/2014,22875405.47,1.25,1.25,48309,buy,Dilbert
ESTE ,4000,18.572371,12/2/2014,1842746.265,18.31,18.9,44464,buy,Dilbert
ESV  ,1125718,33.566827,12/2/2014,236397398,32.93,34.34,6329479,buy,Dilbert
ETE  ,68904,58.064124,12/2/2014,528894838.1,57.5,58.5,2165230,buy,Dilbert
ETFC ,60073,22.5155,12/2/2014,283319453.6,22.17,22.67,2166569,buy,Dilbert
ETG  ,8,17.146667,12/2/2014,75335889.8,17.13,17.16,128691,buy,Dilbert
ETH  ,230,29.693,12/2/2014,29021497.66,29.76,29.79,89481,buy,Dilbert
ETJ  ,1461,11.595,12/2/2014,66272831.31,11.58,11.6,147755,buy,Dilbert
ETN  ,695773,67.944147,12/2/2014,469345574.9,67.0684,68.85,3488776,buy,Dilbert
ETO  ,2,26.16,12/2/2014,14457968.17,26.13,26.19,66904,buy,Dilbert
ETP  ,7211,65.079004,12/2/2014,336753462.1,62.16,65.61,1690728,buy,Dilbert
ETR  ,170355,83.708673,12/2/2014,180750516.8,82.91,84,1548214,buy,Dilbert
ETRM ,300,1.37,12/2/2014,67590773.72,1.37,1.37,290691,buy,Dilbert
ETY  ,347,11.65335,12/2/2014,148632491,11.619,11.66,321060,buy,Dilbert
EUSHY,864,10.22,12/2/2014,150067533.7,99,99,269831,buy,Dilbert
EUTLY,6525,8.167143,12/2/2014,888846775.4,99,99,4659110,buy,Dilbert
EV   ,6392,41.724905,12/2/2014,117315884.5,41.26,41.83,479220,buy,Dilbert
EVC  ,52498,6.65801,12/2/2014,54513490.66,6.36,6.73,487858,buy,Dilbert
EVDY ,7493,12.618529,12/2/2014,30972208.97,12.56,12.75,204700,buy,Dilbert
EVER ,372640,18.563065,12/2/2014,125348554.9,18.52,19.1,472826,buy,Dilbert
EVF  ,54008,6.364711,12/2/2014,37930721.61,6.29,6.36,135507,buy,Dilbert
EVG  ,149,14.422525,12/2/2014,18857508.59,14.4101,14.42,100601,buy,Dilbert
EVHC ,261741,35.228313,12/2/2014,183850138.7,34.94,35.46,717351,buy,Dilbert
EVLV ,100,5.93,12/2/2014,54917048.9,5.94,5.94,137343,buy,Dilbert
EVOL ,2632,10.0871,12/2/2014,12013221.84,10.29,10.29,38210,buy,Dilbert
EVR  ,28579,49.443333,12/2/2014,35811390.02,49.13,49.93,341043,buy,Dilbert
EVT  ,341,20.5525,12/2/2014,72437323.07,20.52,20.55,91476,buy,Dilbert
EVTC ,100479,21.98849,12/2/2014,78405033.42,21.83,22.34,195134,buy,Dilbert
EVV  ,319,14.2675,12/2/2014,117732383.7,14.26,14.27,449005,buy,Dilbert
EW   ,226031,132.07533,12/2/2014,104801414.8,129.58,132.65,826885,buy,Dilbert
EWA  ,709,23.390313,12/2/2014,76238742.1,23.39,23.39,1535696,buy,Dilbert
EWBC ,130354,36.528743,12/2/2014,142091039.4,36.15,36.68,454653,buy,Dilbert
EWC  ,300,29.68,12/2/2014,95109973.05,29.68,29.68,1313462,buy,Dilbert
EWG  ,229,28.65,12/2/2014,174971727.7,28.65,28.65,1840104,buy,Dilbert
EWH  ,600,21.435,12/2/2014,153188878.4,21.42,21.45,3135620,buy,Dilbert
EWJ  ,5691,11.772,12/2/2014,1338855254,11.765,11.79,20003710,buy,Dilbert
EWM  ,100,14.16,12/2/2014,48825000,14.16,14.16,1398786,buy,Dilbert
EWS  ,1300,13.204,12/2/2014,66128470.21,13.2,13.21,927205,buy,Dilbert
EWT  ,10351,15.4372,12/2/2014,217324514.8,15.44,15.44,5721023,buy,Dilbert
EWU  ,6153,19.1665,12/2/2014,160335069.6,19.1372,19.199,1276410,buy,Dilbert
EWW  ,9300,62.869274,12/2/2014,44110131.49,62.34,63.32,3969160,buy,Dilbert
EWX  ,236,46.3195,12/2/2014,10720841.45,46.311,46.328,77686,buy,Dilbert
EWY  ,83912,56.368467,12/2/2014,78321761.47,56.33,56.42,1833925,buy,Dilbert
EWZ  ,23969,39.660823,12/2/2014,124375161.3,39.455,39.98,17624160,buy,Dilbert
EXAC ,5688,21.983138,12/2/2014,13972541.48,21.89,22.28,35200,buy,Dilbert
EXAM ,21798,39.841517,12/2/2014,39615530.69,39.37,39.97,202794,buy,Dilbert
EXAS ,69341,23.84447,12/2/2014,83849297.81,23.54,24.11,1034929,buy,Dilbert
EXC  ,1213972,36.62647,12/2/2014,850380284.2,35.79,36.82,7609825,buy,Dilbert
EXEL ,397499,1.483636,12/2/2014,208157579.3,1.445,1.65,4737658,buy,Dilbert
EXFO ,600,3.3775,12/2/2014,29136076.09,3.33,3.45,32193,buy,Dilbert
EXG  ,646,10.002,12/2/2014,298688068.2,9.93,10.03,839755,buy,Dilbert
EXH  ,62985,33.295447,12/2/2014,67840605.09,32.94,33.35,861893,buy,Dilbert
EXK  ,2400,2.613846,12/2/2014,109717961.6,2.54,2.73,2453749,buy,Dilbert
EXL  ,3269,13.095057,12/2/2014,60626072.02,13.02,13.18,131083,buy,Dilbert
EXLS ,19294,27.543894,12/2/2014,32746089.56,27.42,27.67,246055,buy,Dilbert
EXP  ,61332,79.367204,12/2/2014,50602079.64,78.58,80.41,1534974,buy,Dilbert
EXPD ,28743,45.571353,12/2/2014,192424197.5,45.26,46.27,945168,buy,Dilbert
EXPE ,443455,87.217828,12/2/2014,112802945.4,86.29,87.73,1790535,buy,Dilbert
EXPGY,194427,16.370742,12/2/2014,955895775.3,99,99,6303825,buy,Dilbert
EXPO ,554,77.535714,12/2/2014,12778110.7,77.4,77.65,73779,buy,Dilbert
EXPR ,2081293,14.373826,12/2/2014,83640858.24,14.03,14.65,1646731,buy,Dilbert
EXR  ,60581,59.332537,12/2/2014,115856670.5,59.16,59.635,430806,buy,Dilbert
EXTR ,18612,3.566332,12/2/2014,97095648.89,3.49,3.6,799325,buy,Dilbert
EXXAY,2540,9.6645,12/2/2014,359699788.5,99,99,354682,buy,Dilbert
EXXI ,168524,3.551914,12/2/2014,90489700.7,3.2,3.74,17275580,buy,Dilbert
EYES ,600,14.875833,12/2/2014,31892760.9,14.57,15,993755,buy,Dilbert
EZCH ,100,19.34,12/2/2014,29178539.81,19.34,19.34,49920,buy,Dilbert
EZPW ,2800,10.493,12/2/2014,51419416.56,10.41,10.66,381466,buy,Dilbert
EZU  ,3718,38.6925,12/2/2014,204160763,38.645,38.72,3065533,buy,Dilbert
F    ,1185122,15.848899,12/2/2014,3759092704,15.66,15.935,32298880,buy,Dilbert
FAF  ,117050,32.5788,12/2/2014,106051320.9,32.22,32.695,855004,buy,Dilbert
FANG ,22777,56.745309,12/2/2014,55841877.22,55.37,58.45,1981432,buy,Dilbert
FANUY,17901,28.494161,12/2/2014,1439466033,99,99,4054312,buy,Dilbert
FARM ,1800,28.114773,12/2/2014,16514878.36,27.94,28.41,36168,buy,Dilbert
FARO ,5311,54.416944,12/2/2014,17092802.08,53.84,54.98,94755,buy,Dilbert
FAS  ,200,122.86,12/2/2014,10260172.99,122.81,122.89,1144246,buy,Dilbert
FAST ,90831,44.540097,12/2/2014,295652711.3,44.26,45.01,1495955,buy,Dilbert
FATE ,9250,3.8914,12/2/2014,20508742.35,3.7801,3.7801,19730,buy,Dilbert
FAX  ,1100,5.76125,12/2/2014,266336993.7,5.75,5.761,598542,buy,Dilbert
FB   ,597382,75.485879,12/2/2014,2212843633,75.045,75.9,16750770,buy,Dilbert
FBHS ,22339,44.984705,12/2/2014,155785996.9,44.5,45.36,1051498,buy,Dilbert
FBNC ,2785,17.2669,12/2/2014,19434770.62,17.03,17.3,19458,buy,Dilbert
FBNK ,36,15.08,12/2/2014,15940981.43,15.1299,15.1299,879946,buy,Dilbert
FBP  ,39092,5.165073,12/2/2014,208261176.5,5.08,5.19,603654,buy,Dilbert
FBR  ,55632,11.844608,12/2/2014,545326464,11.65,11.89,2136503,buy,Dilbert
FBRC ,7307,25.518729,12/2/2014,8536000.628,24.64,25.62,67276,buy,Dilbert
FCAU ,10757,12.985878,12/2/2014,1193849075,12.94,13.06,2702287,buy,Dilbert
FCB  ,300,23.995,12/2/2014,35402378.57,24,24,48144,buy,Dilbert
FCBC ,3,15.63,12/2/2014,17826066.54,15.7,15.7,16155,buy,Dilbert
FCCO ,1100,10.7373,12/2/2014,5205556.239,10.49,10.62,1940,buy,Dilbert
FCE.A,10200,21.512195,12/2/2014,180640713.9,21.44,21.55,812559,buy,Dilbert
FCEL ,33408,1.637143,12/2/2014,270518871.1,1.6267,1.65,3241794,buy,Dilbert
FCF  ,100,8.86,12/2/2014,90894801.35,8.87,8.87,391352,buy,Dilbert
FCFS ,7411,58.329154,12/2/2014,28395534.33,57.63,58.7,105736,buy,Dilbert
FCH  ,14252,10.318244,12/2/2014,123116466.3,10.19,10.41,344660,buy,Dilbert
FCN  ,3147,38.606667,12/2/2014,40910657.69,38.51,38.76,188375,buy,Dilbert
FCNCA,33014,250.643311,12/2/2014,8640348.047,249.05,253.93,53804,buy,Dilbert
FCS  ,22697,16.079176,12/2/2014,119442074.2,15.9,16.255,1149370,buy,Dilbert
FCX  ,427811,26.078086,12/2/2014,1045636532,25.54,26.475,17069620,buy,Dilbert
FDML ,11494,15.232,12/2/2014,149919028.5,15.09,15.45,197198,buy,Dilbert
FDN  ,200,60.965,12/2/2014,31461248.26,60.965,60.965,226383,buy,Dilbert
FDO  ,25034,79.420119,12/2/2014,114331255.5,79.13,79.74,634197,buy,Dilbert
FDP  ,930274,34.236833,12/2/2014,55522952.81,33.9,34.74,1150449,buy,Dilbert
FDS  ,56935,137.797303,12/2/2014,41684448.22,136.88,138.44,239728,buy,Dilbert
FDX  ,698875,180.800966,12/2/2014,277959176.1,175.59,182.15,3396340,buy,Dilbert
FE   ,53953,37.057277,12/2/2014,420573386.8,36.55,37.15,1698153,buy,Dilbert
FEIC ,16361,85.570401,12/2/2014,41380542.42,84.7,86.36,173181,buy,Dilbert
FELE ,65205,38.677155,12/2/2014,46831036.99,38.26,38.8099,197731,buy,Dilbert
FELP ,3229,16.993333,12/2/2014,65612041.56,16.98,17,19173,buy,Dilbert
FEMS ,156,34.1601,12/2/2014,1497360.956,34.1601,34.1601,17613,buy,Dilbert
FENG ,100,8.64,12/2/2014,99,8.63,8.63,172686,buy,Dilbert
FES  ,1000,1.45,12/2/2014,30126896.55,1.68,1.68,175662,buy,Dilbert
FET  ,133363,22.940886,12/2/2014,94600317.15,22.63,23.35,810946,buy,Dilbert
FEYE ,256789,31.500123,12/2/2014,144598563.5,30.41,31.6836,5990827,buy,Dilbert
FEZ  ,6800,39.440625,12/2/2014,107497308.6,39.4,39.45,1350830,buy,Dilbert
FF   ,679864,11.364319,12/2/2014,42245511.4,11.11,11.62,336749,buy,Dilbert
FFBC ,600,17.55,12/2/2014,60463282.39,17.49,17.61,276398,buy,Dilbert
FFG  ,7842,52.018269,12/2/2014,24371370.09,51.36,52.09,27185,buy,Dilbert
FFIN ,229,29.59452,12/2/2014,62891161.86,29.21,29.8,117411,buy,Dilbert
FFIV ,65255,128.488299,12/2/2014,73543877.35,127.351,129.22,534342,buy,Dilbert
FFKT ,1400,22.9424,12/2/2014,6082157.926,18.6,18.6,4525,buy,Dilbert
FFNW ,823,11.8979,12/2/2014,15187827.26,11.94,11.94,30944,buy,Dilbert
FGEN ,1700,21.745833,12/2/2014,58284223.46,21.11,22.6,313094,buy,Dilbert
FGL  ,179612,24.775833,12/2/2014,58685502.56,24.69,24.97,143476,buy,Dilbert
FGP  ,50000,27.4591,12/2/2014,84371414.94,27.28,27.87,326556,buy,Dilbert
FHCO ,127465,3.8508,12/2/2014,26634832.51,3.665,3.86,275694,buy,Dilbert
FHN  ,120283,12.587027,12/2/2014,234145160.5,12.51,12.66,2280874,buy,Dilbert
FI   ,119873,17.980991,12/2/2014,154307589,17.6,18.165,906808,buy,Dilbert
FIBK ,19853,27.812486,12/2/2014,21820816.28,27.61,27.91,200921,buy,Dilbert
FICO ,5591,72.862981,12/2/2014,31888928.7,72.32,73.15,119807,buy,Dilbert
FIG  ,400,7.885,12/2/2014,206287747.2,7.865,7.9,2785420,buy,Dilbert
FII  ,5001,31.392724,12/2/2014,102883812.5,31.03,31.54,351677,buy,Dilbert
FINL ,124567,27.751114,12/2/2014,48087587.23,27.55,28.58,764136,buy,Dilbert
